address,price,floor,area,year_built,rooms,elevator,parking,warehouse,district_code,price_per_sqm,building_age,area_level,area_bin,area_x_rooms,elevator_high_floor,area_bin_encoded,area_level_encoded,area_level_num,area_bin_num
نیاوران,50850000000.0,3,228,1397,3,1,1,1,200,223026315.8,7,Luxury,200+,684,0,2,1,3,5
چیتگر,1960000000.0,6,140,1403,3,1,1,1,220,14000000.0,1,Low,100-150,420,1,0,0,1,3
دروس,35000000000.0,4,122,1403,3,1,1,1,90,286885245.9,1,Luxury,100-150,366,1,0,1,3,3
خزانه,4030000000.0,3,60,1402,1,1,1,1,80,67166666.67,2,Medium,50-100,60,0,3,2,2,2
بریانک,3100000000.0,1,45,1403,1,1,1,1,36,68888888.89,1,Medium,<50,45,0,4,2,2,1
پاسداران,58110000000.0,4,180,1403,3,1,1,1,213,322833333.3,1,Luxury,150-200,540,1,1,1,3,4
کوی فردوس,7000000000.0,2,60,1403,1,1,1,1,229,116666666.7,1,Medium,50-100,60,0,3,2,2,2
دریاچه شهدای خلیج فارس,8860000000.0,9,119,1395,2,1,1,1,93,74453781.51,9,Medium,100-150,238,1,0,2,2,3
فرمانیه,100000000000.0,9,350,1400,4,1,1,1,172,285714285.7,4,Luxury,200+,1400,1,2,1,3,5
مرزداران,18900000000.0,4,127,1394,2,1,1,1,185,148818897.6,10,Medium,100-150,254,1,0,2,2,3
تهرانپارس غربی,14300000000.0,4,130,1396,3,1,1,1,46,110000000.0,8,Medium,100-150,390,1,0,2,2,3
فرمانیه,60000000000.0,2,260,1401,4,1,1,1,172,230769230.8,3,Luxury,200+,1040,0,2,1,3,5
نیاوران,110000000000.0,10,270,1403,3,1,1,1,200,407407407.4,1,Luxury,200+,810,1,2,1,3,5
نیاوران,19800000000.0,1,75,1400,2,1,1,1,200,264000000.0,4,Luxury,50-100,150,0,3,1,3,2
پاسداران,50500000000.0,4,250,1403,3,1,1,1,213,202000000.0,1,Luxury,200+,750,1,2,1,3,5
خ بیست و چهارم,11900000000.0,4,76,1398,2,1,1,1,68,156578947.4,6,Luxury,50-100,152,1,3,1,3,2
سازمان آب,8690000000.0,1,92,1398,2,1,1,1,108,94456521.74,6,Medium,50-100,184,0,3,2,2,2
عباس‌آباد,14600000000.0,4,125,1392,2,1,1,1,168,116800000.0,12,Medium,100-150,250,1,0,2,2,3
توحید,6000000000.0,1,56,1392,1,1,1,1,50,107142857.1,12,Medium,50-100,56,0,3,2,2,2
نیلوفر,245000000.0,13,87,1403,2,1,1,1,202,2816091.954,1,Low,50-100,174,1,3,0,1,2
ونک,32500000000.0,3,130,1403,3,1,1,1,211,250000000.0,1,Luxury,100-150,390,0,0,1,3,3
سازمان آب,8899000000.0,3,84,1391,2,1,1,1,108,105940476.2,13,Medium,50-100,168,0,3,2,2,2
شهران جنوبی,12700000000.0,4,114,1403,2,1,1,1,136,111403508.8,1,Medium,100-150,228,1,0,2,2,3
ارم,5100000000.0,3,55,1385,1,0,1,1,12,92727272.73,19,Medium,50-100,55,0,3,2,2,2
درب دوم,15500000000.0,3,115,1382,3,1,1,1,86,134782608.7,22,Medium,100-150,345,0,0,2,2,3
پاسداران,44400000000.0,3,170,1403,3,1,1,1,213,261176470.6,1,Luxury,150-200,510,0,1,1,3,4
شهرآرا,6000000000.0,0,58,-1,2,0,1,1,135,103448275.9,1405,Medium,50-100,116,0,3,2,2,2
خاقانی,9100000000.0,2,72,1390,2,1,1,1,78,126388888.9,14,Medium,50-100,144,0,3,2,2,2
شهرآرا,7300000000.0,3,75,-1,2,0,1,1,135,97333333.33,1405,Medium,50-100,150,0,3,2,2,2
فردوسی,6900000000.0,3,105,1379,2,0,1,1,171,65714285.71,25,Medium,100-150,210,0,0,2,2,3
سهروردی,12300000000.0,6,72,1403,2,1,1,1,120,170833333.3,1,Luxury,50-100,144,1,3,1,3,2
مبارک‌آباد بهشتی,2050000000.0,3,68,1398,2,1,1,1,180,30147058.82,6,Low,50-100,136,0,3,0,1,2
شهرک غرب,14050000000.0,2,96,1388,2,1,1,1,147,146354166.7,16,Medium,50-100,192,0,3,2,2,2
تجریش,14000000000.0,2,70,1396,2,1,1,0,43,200000000.0,8,Luxury,50-100,140,0,3,1,3,2
شمس‌آباد,8500000000.0,5,100,1387,2,1,1,1,132,85000000.0,17,Medium,50-100,200,1,3,2,2,2
باغ فیض,6980000000.0,4,55,1390,1,1,1,1,35,126909090.9,14,Medium,50-100,55,1,3,2,2,2
شهرک نفت (منطقه ۵),5700000000.0,0,60,1383,1,0,1,0,148,95000000.0,21,Medium,50-100,60,0,3,2,2,2
تهران‌ویلا,17000000000.0,1,130,1396,3,1,1,1,49,130769230.8,8,Medium,100-150,390,0,0,2,2,3
سعادت‌آباد,31000000000.0,1,139,1397,3,1,1,1,114,223021582.7,7,Luxury,100-150,417,0,0,1,3,3
امامزاده حسن(ع),2180000000.0,3,40,1390,1,0,1,0,22,54500000.0,14,Low,<50,40,0,4,0,1,1
نیلوفر,19000000000.0,4,115,1402,2,1,1,1,202,165217391.3,2,Luxury,100-150,230,1,0,1,3,3
شادمهر,10000000000.0,5,80,1403,2,1,1,1,125,125000000.0,1,Medium,50-100,160,1,3,2,2,2
پاتریس لومومبا,17000000000.0,2,121,1396,2,1,1,1,212,140495867.8,8,Medium,100-150,242,0,0,2,2,3
جیحون,3100000000.0,2,43,1384,1,0,1,1,61,72093023.26,20,Medium,<50,43,0,4,2,2,1
شهرک کیانشهر,2500000000.0,1,54,1382,1,0,1,1,153,46296296.3,22,Low,50-100,54,0,3,0,1,2
پونک,13500000000.0,1,78,1401,2,1,1,1,217,173076923.1,3,Luxury,50-100,156,0,3,1,3,2
جیحون,4350000000.0,2,53,1393,1,1,1,1,61,82075471.7,11,Medium,50-100,53,0,3,2,2,2
امامزاده قاسم,28000000000.0,2,165,1390,3,0,1,1,23,169696969.7,14,Luxury,150-200,495,0,1,1,3,4
آذربایجان,12000000000.0,4,112,1403,3,1,1,1,3,107142857.1,1,Medium,100-150,336,1,0,2,2,3
استاد معین,2400000000.0,2,62,1397,2,1,1,1,14,38709677.42,7,Low,50-100,124,0,3,0,1,2
اسکندری,3800000000.0,2,65,1380,2,0,1,1,16,58461538.46,24,Low,50-100,130,0,3,0,1,2
دریاچه شهدای خلیج فارس,8100000000.0,6,110,1397,2,1,1,1,93,73636363.64,7,Medium,100-150,220,1,0,2,2,3
شاندیز,2180000000.0,3,40,1390,1,0,1,0,127,54500000.0,14,Low,<50,40,0,4,0,1,1
جیحون,3850000000.0,1,56,1385,1,0,1,1,61,68750000.0,19,Medium,50-100,56,0,3,2,2,2
شهرک راه‌آهن,16350000000.0,1,145,1403,3,1,1,1,142,112758620.7,1,Medium,100-150,435,0,0,2,2,3
چیتگر,1900000000.0,7,100,1402,2,1,1,1,220,19000000.0,2,Low,50-100,200,1,3,0,1,2
سازمان برنامه,5900000000.0,1,59,1380,2,0,1,1,109,100000000.0,24,Medium,50-100,118,0,3,2,2,2
آذربایجان,7100000000.0,3,64,1402,1,1,1,1,3,110937500.0,2,Medium,50-100,64,0,3,2,2,2
زنجان,3950000000.0,3,65,1383,2,0,1,1,105,60769230.77,21,Low,50-100,130,0,3,0,1,2
سلسبیل,4400000000.0,4,47,1403,1,1,1,1,117,93617021.28,1,Medium,<50,47,1,4,2,2,1
پونک,7350000000.0,1,50,1390,1,1,1,1,217,147000000.0,14,Medium,<50,50,0,4,2,2,1
جنت‌آباد جنوبی,15500000000.0,4,95,1403,2,1,1,1,55,163157894.7,1,Luxury,50-100,190,1,3,1,3,2
جنت‌آباد مرکزی,13100000000.0,3,116,1403,2,1,1,1,57,112931034.5,1,Medium,100-150,232,0,0,2,2,3
آجودانیه,33000000000.0,5,190,1387,3,1,1,1,2,173684210.5,17,Luxury,150-200,570,1,1,1,3,4
پاسداران,22600000000.0,2,138,1385,3,1,1,1,213,163768115.9,19,Luxury,100-150,414,0,0,1,3,3
اباذر,12800000000.0,3,105,1395,2,1,1,1,8,121904761.9,9,Medium,100-150,210,0,0,2,2,3
مدائن,9000000000.0,2,83,1382,2,1,1,1,184,108433734.9,22,Medium,50-100,166,0,3,2,2,2
صاحب الزمان,2520000000.0,4,48,1387,1,0,1,1,160,52500000.0,17,Low,<50,48,0,4,0,1,1
هاشمی,3000000000.0,4,40,1390,1,1,1,0,203,75000000.0,14,Medium,<50,40,1,4,2,2,1
دردشت,9000000000.0,3,73,1390,1,1,1,1,88,123287671.2,14,Medium,50-100,73,0,3,2,2,2
دزاشیب,42500000000.0,3,235,1385,4,1,1,1,94,180851063.8,19,Luxury,200+,940,0,2,1,3,5
پونک,5200000000.0,3,55,1387,1,0,1,1,217,94545454.55,17,Medium,50-100,55,0,3,2,2,2
دهکده المپیک,5850000000.0,3,63,1381,1,0,1,1,95,92857142.86,23,Medium,50-100,63,0,3,2,2,2
شریف,9900000000.0,4,140,1403,3,1,1,1,131,70714285.71,1,Medium,100-150,420,1,0,2,2,3
جیحون,3000000000.0,2,55,1389,1,0,1,1,61,54545454.55,15,Low,50-100,55,0,3,0,1,2
پاسداران,24000000000.0,3,110,1403,2,1,1,1,213,218181818.2,1,Luxury,100-150,220,0,0,1,3,3
طوس,2180000000.0,2,40,1390,1,0,1,0,165,54500000.0,14,Low,<50,40,0,4,0,1,1
اختیاریه,23500000000.0,3,122,1396,2,1,1,1,10,192622950.8,8,Luxury,100-150,244,0,0,1,3,3
سلسبیل,3000000000.0,2,44,1381,1,0,1,1,117,68181818.18,23,Medium,<50,44,0,4,2,2,1
وردآورد,3000000000.0,10,60,1403,2,1,1,1,209,50000000.0,1,Low,50-100,120,1,3,0,1,2
قلهک,18000000000.0,3,90,1403,2,1,1,1,176,200000000.0,1,Luxury,50-100,180,0,3,1,3,2
جنت‌آباد جنوبی,17200000000.0,4,137,1393,3,1,1,1,55,125547445.3,11,Medium,100-150,411,1,0,2,2,3
گمرک,3300000000.0,1,57,1403,1,1,1,1,233,57894736.84,1,Low,50-100,57,0,3,0,1,2
سلسبیل,3100000000.0,4,57,1385,2,0,1,1,117,54385964.91,19,Low,50-100,114,0,3,0,1,2
نیلوفر,12200000000.0,1,95,1389,2,1,1,1,202,128421052.6,15,Medium,50-100,190,0,3,2,2,2
شیوا,4600000000.0,9,74,1394,1,1,1,1,159,62162162.16,10,Medium,50-100,74,1,3,2,2,2
خ بدرخانی,2550000000.0,4,52,1384,1,0,1,1,67,49038461.54,20,Low,50-100,52,0,3,0,1,2
زیبادشت,4900000000.0,7,98,1403,2,1,1,1,107,50000000.0,1,Low,50-100,196,1,3,0,1,2
نازی‌آباد,4000000000.0,2,50,1402,1,1,1,0,197,80000000.0,2,Medium,<50,50,0,4,2,2,1
شریف,7985000000.0,1,125,1403,2,1,1,1,131,63880000.0,1,Medium,100-150,250,0,0,2,2,3
مدائن,14000000000.0,4,133,1387,3,1,1,1,184,105263157.9,17,Medium,100-150,399,1,0,2,2,3
جنت‌آباد مرکزی,4870000000.0,3,60,1383,1,0,1,1,57,81166666.67,21,Medium,50-100,60,0,3,2,2,2
شیخ هادی,3100000000.0,4,45,1375,1,0,1,1,158,68888888.89,29,Medium,<50,45,0,4,2,2,1
جنت‌آباد شمالی,17000000000.0,3,138,1397,3,1,1,1,56,123188405.8,7,Medium,100-150,414,0,0,2,2,3
تهران‌سر,12000000000.0,4,102,1403,2,1,1,1,47,117647058.8,1,Medium,100-150,204,1,0,2,2,3
جنت‌آباد جنوبی,24200000000.0,3,153,1399,3,1,1,1,55,158169934.6,5,Luxury,150-200,459,0,1,1,3,4
دریاچه شهدای خلیج فارس,15000000000.0,4,143,1400,3,1,1,1,93,104895104.9,4,Medium,100-150,429,1,0,2,2,3
شهر‌زیبا,2700000000.0,2,82,1398,2,1,1,1,154,32926829.27,6,Low,50-100,164,0,3,0,1,2
یافت‌آباد,2200000000.0,3,56,1388,1,0,1,0,235,39285714.29,16,Low,50-100,56,0,3,0,1,2
شهر‌زیبا,3200000000.0,1,58,1398,1,1,1,1,154,55172413.79,6,Low,50-100,58,0,3,0,1,2
جیحون,3100000000.0,0,50,1383,1,1,1,1,61,62000000.0,21,Medium,<50,50,0,4,2,2,1
سازمان برنامه,12600000000.0,1,102,1395,2,1,1,1,109,123529411.8,9,Medium,100-150,204,0,0,2,2,3
تهران‌سر,1000000000.0,1,60,1398,1,0,1,0,47,16666666.67,6,Low,50-100,60,0,3,0,1,2
هروی,13200000000.0,3,120,1387,3,0,1,1,204,110000000.0,17,Medium,100-150,360,0,0,2,2,3
کرمان,11500000000.0,5,100,1403,2,1,1,1,224,115000000.0,1,Medium,50-100,200,1,3,2,2,2
مبارک‌آباد بهشتی,1820000000.0,2,55,1400,1,1,1,1,180,33090909.09,4,Low,50-100,55,0,3,0,1,2
شهرک ژاندارمری,16060000000.0,5,73,1404,1,1,1,1,152,220000000.0,0,Luxury,50-100,73,1,3,1,3,2
شهرک کیانشهر,4300000000.0,2,65,1394,1,1,1,1,153,66153846.15,10,Medium,50-100,65,0,3,2,2,2
دروس,68500000000.0,4,265,1394,4,1,1,1,90,258490566.0,10,Luxury,200+,1060,1,2,1,3,5
شهرک غرب,65500000000.0,7,195,1399,3,1,1,1,147,335897435.9,5,Luxury,150-200,585,1,1,1,3,4
شهرک ولیعصر,1460000000.0,2,43,1380,1,0,1,1,149,33953488.37,24,Low,<50,43,0,4,0,1,1
شهر‌زیبا,1540000000.0,2,47,1400,1,1,1,1,154,32765957.45,4,Low,<50,47,0,4,0,1,1
ستارخان,11000000000.0,4,88,1395,2,1,1,1,111,125000000.0,9,Medium,50-100,176,1,3,2,2,2
پاسداران,40000000000.0,2,155,1401,3,1,1,1,213,258064516.1,3,Luxury,150-200,465,0,1,1,3,4
گیشا (کوی نصر),21000000000.0,3,135,1385,3,1,1,1,234,155555555.6,19,Luxury,100-150,405,0,0,1,3,3
عباس‌آباد,14500000000.0,4,125,1392,2,1,1,1,168,116000000.0,12,Medium,100-150,250,1,0,2,2,3
سیدخندان,12000000000.0,5,95,1385,2,1,1,1,123,126315789.5,19,Medium,50-100,190,1,3,2,2,2
دریاچه شهدای خلیج فارس,750000000.0,8,52,1403,1,1,1,1,93,14423076.92,1,Low,50-100,52,1,3,0,1,2
سلسبیل,3800000000.0,0,56,1388,1,0,1,1,117,67857142.86,16,Medium,50-100,56,0,3,2,2,2
اقدسیه,61700000000.0,3,245,1396,3,1,1,1,18,251836734.7,8,Luxury,200+,735,0,2,1,3,5
سیدخندان,14000000000.0,1,115,1383,3,1,1,1,123,121739130.4,21,Medium,100-150,345,0,0,2,2,3
جیحون,2800000000.0,2,45,1385,1,0,1,1,61,62222222.22,19,Medium,<50,45,0,4,2,2,1
نیاوران,57000000000.0,4,180,1403,3,1,1,1,200,316666666.7,1,Luxury,150-200,540,1,1,1,3,4
تهران‌سر,8150000000.0,8,109,1403,2,1,1,1,47,74770642.2,1,Medium,100-150,218,1,0,2,2,3
شهر زیبا,2900000000.0,1,61,1398,1,1,1,1,134,47540983.61,6,Low,50-100,61,0,3,0,1,2
افسریه,11100000000.0,4,137,1403,3,1,1,0,17,81021897.81,1,Medium,100-150,411,1,0,2,2,3
سازمان برنامه,12300000000.0,3,90,1394,2,1,1,1,109,136666666.7,10,Medium,50-100,180,0,3,2,2,2
هفت چنار,2270000000.0,2,41,1380,1,0,1,1,206,55365853.66,24,Low,<50,41,0,4,0,1,1
شهر زیبا,3100000000.0,0,668,1398,2,1,1,1,134,4640718.563,6,Low,200+,1336,0,2,0,1,5
سیدخندان,13500000000.0,1,120,1383,3,1,1,1,123,112500000.0,21,Medium,100-150,360,0,0,2,2,3
جنت‌آباد مرکزی,9340000000.0,2,80,1393,2,1,1,1,57,116750000.0,11,Medium,50-100,160,0,3,2,2,2
نیلوفر,16000000000.0,5,110,1397,3,1,1,1,202,145454545.5,7,Medium,100-150,330,1,0,2,2,3
سیدخندان,12000000000.0,4,95,1383,2,1,1,1,123,126315789.5,21,Medium,50-100,190,1,3,2,2,2
درکه,75000000000.0,2,210,1403,3,1,1,1,91,357142857.1,1,Luxury,200+,630,0,2,1,3,5
فاطمی,10900000000.0,2,70,1403,2,1,1,1,169,155714285.7,1,Luxury,50-100,140,0,3,1,3,2
سازمان برنامه,6190000000.0,1,50,1388,1,0,1,1,109,123800000.0,16,Medium,<50,50,0,4,2,2,1
شهرآرا,6220000000.0,4,74,-1,2,0,1,1,135,84054054.05,1405,Medium,50-100,148,0,3,2,2,2
کوهک,7000000000.0,7,100,1403,2,1,1,1,227,70000000.0,1,Medium,50-100,200,1,3,2,2,2
جلفا,13800000000.0,1,101,1399,2,1,1,1,52,136633663.4,5,Medium,100-150,202,0,0,2,2,3
ولنجک,23900000000.0,2,110,1387,2,1,1,1,210,217272727.3,17,Luxury,100-150,220,0,0,1,3,3
سلسبیل,4150000000.0,4,61,1392,1,1,1,1,117,68032786.89,12,Medium,50-100,61,1,3,2,2,2
دربند,21000000000.0,2,157,1392,3,1,1,1,87,133757961.8,12,Medium,150-200,471,0,1,2,2,4
هروی,26350000000.0,2,200,1395,3,1,1,1,204,131750000.0,9,Medium,150-200,600,0,1,2,2,4
جیحون,3100000000.0,2,44,1383,1,0,1,1,61,70454545.45,21,Medium,<50,44,0,4,2,2,1
دانشگاه شریف,4800000000.0,4,42,1400,1,1,1,1,84,114285714.3,4,Medium,<50,42,1,4,2,2,1
ائمه اطهار,7708000000.0,1,82,1402,2,1,1,0,7,94000000.0,2,Medium,50-100,164,0,3,2,2,2
تهرانپارس شرقی,3900000000.0,4,66,1383,1,0,1,1,45,59090909.09,21,Low,50-100,66,0,3,0,1,2
امیرآباد,12200000000.0,3,93,1388,2,1,1,1,26,131182795.7,16,Medium,50-100,186,0,3,2,2,2
اتابک,4150000000.0,2,83,1403,2,1,1,1,9,50000000.0,1,Low,50-100,166,0,3,0,1,2
ظفر,22000000000.0,0,200,1375,4,0,1,1,166,110000000.0,29,Medium,150-200,800,0,1,2,2,4
آسمان,16000000000.0,4,133,1380,3,0,1,1,5,120300751.9,24,Medium,100-150,399,0,0,2,2,3
شهر زیبا,3082000000.0,2,80,1402,2,0,1,1,134,38525000.0,2,Low,50-100,160,0,3,0,1,2
سپهر,13980000000.0,2,95,1388,2,1,1,1,122,147157894.7,16,Medium,50-100,190,0,3,2,2,2
مینابی,3504000000.0,4,73,1403,2,1,1,0,194,48000000.0,1,Low,50-100,146,1,3,0,1,2
دریاچه شهدای خلیج فارس,4300000000.0,20,100,1403,2,1,1,1,93,43000000.0,1,Low,50-100,200,1,3,0,1,2
اتابک,4750000000.0,2,95,1403,2,1,1,1,9,50000000.0,1,Low,50-100,190,0,3,0,1,2
دروس,51000000000.0,4,270,1388,4,1,1,1,90,188888888.9,16,Luxury,200+,1080,1,2,1,3,5
پیروزی,10578000000.0,4,123,1402,3,1,1,1,218,86000000.0,2,Medium,100-150,369,1,0,2,2,3
شهران جنوبی,7000000000.0,3,55,1392,1,1,1,1,136,127272727.3,12,Medium,50-100,55,0,3,2,2,2
جنت‌آباد مرکزی,5150000000.0,3,56,1386,1,0,1,1,57,91964285.71,18,Medium,50-100,56,0,3,2,2,2
دروس,91300000000.0,4,370,1402,4,1,1,1,90,246756756.8,2,Luxury,200+,1480,1,2,1,3,5
اقدسیه,18000000000.0,2,124,1390,2,1,1,1,18,145161290.3,14,Medium,100-150,248,0,0,2,2,3
هروی,9960000000.0,3,83,1403,2,1,1,1,204,120000000.0,1,Medium,50-100,166,0,3,2,2,2
جنت‌آباد جنوبی,13700000000.0,2,96,1403,2,1,1,1,55,142708333.3,1,Medium,50-100,192,0,3,2,2,2
اختیاریه,11800000000.0,4,55,1402,1,1,1,1,10,214545454.5,2,Luxury,50-100,55,1,3,1,3,2
جنت‌آباد جنوبی,13700000000.0,5,105,1403,2,1,1,1,55,130476190.5,1,Medium,100-150,210,1,0,2,2,3
بریانک,1890000000.0,0,45,1382,1,0,1,1,36,42000000.0,22,Low,<50,45,0,4,0,1,1
الهیه,35000000000.0,5,145,1385,3,1,1,1,20,241379310.3,19,Luxury,100-150,435,1,0,1,3,3
مبارک‌آباد بهشتی,1700000000.0,2,55,1401,1,1,1,1,180,30909090.91,3,Low,50-100,55,0,3,0,1,2
اختیاریه,20500000000.0,2,140,1392,3,1,1,1,10,146428571.4,12,Medium,100-150,420,0,0,2,2,3
شادمهر,12650000000.0,3,110,1398,3,1,1,1,125,115000000.0,6,Medium,100-150,330,0,0,2,2,3
میرداماد,44000000000.0,3,202,1402,3,1,1,1,192,217821782.2,2,Luxury,200+,606,0,2,1,3,5
قلهک,10000000000.0,3,69,1397,2,1,1,1,176,144927536.2,7,Medium,50-100,138,0,3,2,2,2
استاد معین,5400000000.0,3,49,1403,1,1,1,1,14,110204081.6,1,Medium,<50,49,0,4,2,2,1
شهرک ولیعصر,3060000000.0,1,51,1390,1,1,1,0,149,60000000.0,14,Low,50-100,51,0,3,0,1,2
باغ فیض,8900000000.0,2,94,1388,2,1,1,1,35,94680851.06,16,Medium,50-100,188,0,3,2,2,2
باغ فیض,9100000000.0,4,93,1383,2,1,1,1,35,97849462.37,21,Medium,50-100,186,1,3,2,2,2
ولنجک,55700000000.0,6,170,1402,3,1,1,1,210,327647058.8,2,Luxury,150-200,510,1,1,1,3,4
سلیمانی,2280000000.0,1,36,1387,1,0,1,1,118,63333333.33,17,Medium,<50,36,0,4,2,2,1
باغ فیض,7000000000.0,4,78,1384,2,1,1,1,35,89743589.74,20,Medium,50-100,156,1,3,2,2,2
سلسبیل,3030000000.0,0,55,1383,1,0,1,1,117,55090909.09,21,Low,50-100,55,0,3,0,1,2
شهر‌زیبا,1800000000.0,1,49,1400,1,0,1,1,154,36734693.88,4,Low,<50,49,0,4,0,1,1
جنت‌آباد مرکزی,13600000000.0,5,109,1403,2,1,1,1,57,124770642.2,1,Medium,100-150,218,1,0,2,2,3
نارمک,5500000000.0,2,61,1387,2,1,1,1,195,90163934.43,17,Medium,50-100,122,0,3,2,2,2
آذربایجان,3550000000.0,0,47,1380,1,0,1,1,3,75531914.89,24,Medium,<50,47,0,4,2,2,1
قیطریه,21000000000.0,4,110,1397,3,1,1,1,177,190909090.9,7,Luxury,100-150,330,1,0,1,3,3
پاسداران,70000000000.0,6,260,1401,4,1,1,1,213,269230769.2,3,Luxury,200+,1040,1,2,1,3,5
چیتگر,5120000000.0,30,160,1403,3,1,1,1,220,32000000.0,1,Low,150-200,480,1,1,0,1,4
سعادت‌آباد,21600000000.0,2,127,1385,3,1,1,1,114,170078740.2,19,Luxury,100-150,381,0,0,1,3,3
دریاچه شهدای خلیج فارس,10750000000.0,28,171,1403,3,1,1,1,93,62865497.08,1,Medium,150-200,513,1,1,2,2,4
ایوانک,19800000000.0,5,110,1391,2,1,1,1,32,180000000.0,13,Luxury,100-150,220,1,0,1,3,3
خ چهاردهم مرکزی,10500000000.0,3,80,1392,2,1,1,1,74,131250000.0,12,Medium,50-100,160,0,3,2,2,2
فیروزآبادی,5400000000.0,2,90,1383,2,1,1,1,174,60000000.0,21,Low,50-100,180,0,3,0,1,2
اقدسیه,42000000000.0,6,140,1403,2,1,1,1,18,300000000.0,1,Luxury,100-150,280,1,0,1,3,3
ستارخان,12000000000.0,1,80,1392,2,1,1,1,111,150000000.0,12,Luxury,50-100,160,0,3,1,3,2
شهر‌زیبا,1500000000.0,1,45,1397,1,0,1,1,154,33333333.33,7,Low,<50,45,0,4,0,1,1
جنت‌آباد جنوبی,17250000000.0,4,139,1389,3,1,1,1,55,124100719.4,15,Medium,100-150,417,1,0,2,2,3
سازمان برنامه,23000000000.0,4,155,1393,3,1,1,1,109,148387096.8,11,Medium,150-200,465,1,1,2,2,4
نیاوران,25000000000.0,2,126,1392,2,1,1,1,200,198412698.4,12,Luxury,100-150,252,0,0,1,3,3
شهرک طالقانی,3776000000.0,4,64,1404,1,1,1,0,146,59000000.0,0,Low,50-100,64,1,3,0,1,2
جمال‌زاده,5800000000.0,4,50,1404,1,1,1,1,53,116000000.0,0,Medium,<50,50,1,4,2,2,1
پرستار,14514000000.0,3,118,1403,2,1,1,1,214,123000000.0,1,Medium,100-150,236,0,0,2,2,3
پونک,12500000000.0,3,87,1393,2,1,1,1,217,143678160.9,11,Medium,50-100,174,0,3,2,2,2
استاد معین,8600000000.0,4,127,1403,3,1,1,1,14,67716535.43,1,Medium,100-150,381,1,0,2,2,3
دریاچه شهدای خلیج فارس,1150000000.0,18,95,1403,2,1,1,1,93,12105263.16,1,Low,50-100,190,1,3,0,1,2
جردن,31000000000.0,3,258,1387,3,1,1,1,51,120155038.8,17,Medium,200+,774,0,2,2,2,5
سعادت‌آباد,28500000000.0,2,132,1403,3,1,1,1,114,215909090.9,1,Luxury,100-150,396,0,0,1,3,3
جیحون,3870000000.0,3,64,1382,2,0,1,1,61,60468750.0,22,Low,50-100,128,0,3,0,1,2
شیخ هادی,22500000000.0,0,300,1387,2,0,1,1,158,75000000.0,17,Medium,200+,600,0,2,2,2,5
بلورسازی,2700000000.0,3,48,1397,1,1,1,1,38,56250000.0,7,Low,<50,48,0,4,0,1,1
شهر زیبا,2200000000.0,2,62,1398,2,1,1,1,134,35483870.97,6,Low,50-100,124,0,3,0,1,2
دولت‌آباد,2880000000.0,3,64,1397,1,1,1,1,97,45000000.0,7,Low,50-100,64,0,3,0,1,2
زاهد گیلانی,11254500000.0,5,123,1402,2,1,1,1,100,91500000.0,2,Medium,100-150,246,1,0,2,2,3
هفت حوض,23200000000.0,1,145,1403,3,1,1,1,205,160000000.0,1,Luxury,100-150,435,0,0,1,3,3
مبارک‌آباد بهشتی,2630000000.0,2,86,1402,2,1,1,1,180,30581395.35,2,Low,50-100,172,0,3,0,1,2
جنت‌آباد مرکزی,12200000000.0,4,100,1390,2,1,1,1,57,122000000.0,14,Medium,50-100,200,1,3,2,2,2
سعادت‌آباد,130000000000.0,1,315,1401,4,1,1,1,114,412698412.7,3,Luxury,200+,1260,0,2,1,3,5
سعادت‌آباد,140000000000.0,3,310,1403,4,1,1,1,114,451612903.2,1,Luxury,200+,1240,0,2,1,3,5
سعادت‌آباد,44000000000.0,4,165,1390,3,1,1,1,114,266666666.7,14,Luxury,150-200,495,1,1,1,3,4
هروی,24550000000.0,2,153,1392,3,1,1,1,204,160457516.3,12,Luxury,150-200,459,0,1,1,3,4
جیحون,4550000000.0,2,59,1389,1,1,1,1,61,77118644.07,15,Medium,50-100,59,0,3,2,2,2
بریانک,2280000000.0,1,37,1384,1,0,1,1,36,61621621.62,20,Medium,<50,37,0,4,2,2,1
سهروردی,22650000000.0,2,132,1395,3,1,1,1,120,171590909.1,9,Luxury,100-150,396,0,0,1,3,3
شهرک راه‌آهن,7600000000.0,15,95,1401,2,1,1,1,142,80000000.0,3,Medium,50-100,190,1,3,2,2,2
جلفا,12250000000.0,4,98,1388,2,1,1,1,52,125000000.0,16,Medium,50-100,196,1,3,2,2,2
دریاچه شهدای خلیج فارس,10700000000.0,8,125,1392,3,1,1,1,93,85600000.0,12,Medium,100-150,375,1,0,2,2,3
جوادیه,5700000000.0,4,100,1403,2,1,1,0,58,57000000.0,1,Low,50-100,200,1,3,0,1,2
نیلوفر,20900000000.0,3,110,1400,2,1,1,1,202,190000000.0,4,Luxury,100-150,220,0,0,1,3,3
منیریه,13300000000.0,5,102,1403,2,1,1,1,188,130392156.9,1,Medium,100-150,204,1,0,2,2,3
سهروردی,11285000000.0,3,61,1393,1,1,1,1,120,185000000.0,11,Luxury,50-100,61,0,3,1,3,2
آسمان,13800000000.0,3,110,1389,3,1,1,1,5,125454545.5,15,Medium,100-150,330,0,0,2,2,3
هروی,16200000000.0,2,110,1401,2,1,1,1,204,147272727.3,3,Medium,100-150,220,0,0,2,2,3
